Wins,Name,Code,School
5,Datel & El-Sharif,Dartmouth/Pennsylvania DE,Dartmouth
5,Renee & Moreno,Gonzaga RM,Gonzaga
5,Makinde & Saigal,NYU MS,NYU
5,Karchmer & Sendejas,UTD KS,UTD
4,Parrish & Prost,Minnesota PP,Minnesota
4,Soper & Vu,Kansas SV,Kansas
4,Dover & Hudgins,Mary Washington DH,Mary Washington
3,Cheek & Gleason,Louis Gleason,Boston College
3,Anderson & Bhasin,Texas AB,Texas
3,Blanton & Gu,Texas BG,Texas
3,Christ & Wang,Texas CW,Texas
3,Healey & Noriega,Texas HN,Texas
3,Jack & Lopez,Southern California JL,Southern California
3,wolfe & Shaw,Wake Forest WS,Wake Forest
3,Haindfield & Shaw,Lyd Haindfield,Western Washington
2,Nakakura & Ziabkin,NYU NZ,NYU
2,Huffman & Koperski,Iowa HK,Iowa
2,Johnston & Parkin,Weber State JP,Weber State
2,Crowley & Thompson,Western Washington CT,Western Washington
1,Nacos & Brodsky,Macalester NB,Macalester
1,Argo & Butts,Texas Tech AB,Texas Tech
