Wins,Name,Code,School
6,Pierry & Phil,Michigan PP,Michigan
5,Kessler & Giampetruzzi,Emory KG,Emory
3,Scott & McMahon,Kansas SM,Kansas
2,Wang & Lawless,Georgetown WL,Georgetown
2,Kashyap & Desai,Texas KD,Texas
2,Bittner & Davidson,Wake Forest BD,Wake Forest
1,Vergho & Shankar,Dartmouth VS,Dartmouth
