Place,First,Last,Entry,School,State,Pts -1HL,Pts -2HL,Pts,OpW,Z2,Rand -1HL,Ballots
1,Adam,Foudali,Indiana Garcia & Foudali,Indiana,IN,87.50,29.20,145.50,2.75,145.55,47.38,"W29.2,W29.2,L29.1,W29.8,L28.2"
2,Rowlin,Garcia,Indiana Garcia & Foudali,Indiana,IN,87.30,29.20,145.10,2.75,145.41,69.73,"W28.8,W29.3,L29.2,W29.4,L28.4"
3,Joseph,Estelita,Kentucky Asmi Jan & Estrelita,Kentucky,KY,86.30,28.80,142.80,2.75,144.19,27.94,"L28.5,W29,W27.3,W28.8,W29.2"
4,Edward,Handley,West Georgia Handley & Hansen,West Georgia,GA,86.30,28.70,143.90,3.25,145.26,90.99,"W28.5,L28.7,W29.5,L29.1,L28.1"
5,Amelea,Asmi Jan,Kentucky Asmi Jan & Estrelita,Kentucky,KY,86.20,28.70,142.80,2.75,143.96,7.92,"L28.6,W28.9,W27.5,W28.7,W29.1"
6,Alyson,Fleischman,Indiana Fleischman & Thomas,Indiana,IN,86.10,28.60,143.70,3.25,144.44,15.71,"W29,W29.1,L28.5,L28.6,W28.5"
7,Aubrey,Thomas,Indiana Fleischman & Thomas,Indiana,IN,85.90,28.50,143.70,3.25,145.89,24.92,"W29.5,W29,L28.4,L28.5,W28.3"
8,Hannah,Hansen,West Georgia Handley & Hansen,West Georgia,GA,85.90,28.50,142.90,3.25,142.44,84.12,"W28.4,L28.5,W29,L29,L28"
