Wins,Name,Code,School
6,Esteves & atizol,George Mason EA,George Mason University
5,Kibe & Wang,Emory KW,Emory University
5,hamstra & Sutton,Texas HS,Texas
4,Yoon & Etienne,Liberty YE,Liberty University
4,Tooley & Spencer,Liberty TS,Liberty University
4,Asase & sterbenc,Michigan State AS,Michigan State University
4,Setzler & Alexander,Samford AS,Samford University
4,Iowa/Liberty LJ,Iowa/Liberty LJ,University of Iowa
4,Ding & Makode,Michigan DM,University of Michigan
3,DeAngelis & Lay,Missouri State DL,Missouri State University
3,Hughes & Klain,Navy HK,Navy
3,Ayekof & Flores Palacios,Southwestern AF,Southwestern College
3,Munoz & Figueroa,Southwestern MF,Southwestern College
3,Cotrutsa & Hernandez,Michigan CH,University of Michigan
3,Paruchuri & bowman,North Texas BP,University of North Texas
2,Jones & Duggal,Indiana JD,Indiana University
2,Harper & Hill,Marian HH,Marian University
1,Fulkerson & Duncan,Oklahoma DF,Oklahoma
1,Van Dyke & Stevenson,Louisville VS,University of Louisville
1,Lyday & Hedrick,Wyoming HL,University of Wyoming
1,Pierson & Willson,Wyoming WP,University of Wyoming
