Wins,Name,Code,School
5,Matzen & Kardos,James Madison MK - ONLINE,James Madison University
5,Wineman & Hoegerl,Liberty HW - ONLINE,Liberty University
5,Foos & Sanders,Liberty FS - ONLINE,Liberty University
4,Sung & Zhuo,Cornell SZ,Cornell
4,Thacker & Diop,Cornell DT,Cornell
4,Pinto & Tiffany,James Madison PT - ONLINE,James Madison University
4,Wong & Ludka,Suffolk LW,Suffolk University Debate
3,Chen & Taxali,George Mason CT - ONLINE,George Mason University
3,Shoemaker & Koenig,Liberty KS - ONLINE,Liberty University
3,Winnick & Kelso,Minnesota WK - ONLINE,Minnesota
3,Van Buren & Doyle,Northern Iowa VD - ONLINE,Northern Iowa
3,Sanchez & Sanchez,Southwestern SS - ONLINE,Southwestern College
2,Jorquez & Schmidtler,Liberty SJ - ONLINE,Liberty University
2,Kathner & Benson,Minnesota KB - ONLINE,Minnesota
2,Khade & Joshi,NYU KJ,New York University
1,Li & Sekulic,NYU LS,New York University
1,Evenstad & Olabanji,Trinity EO - ONLINE,Trinity University
