Wins,Name,Code,School
6,Lugo & Tooley,Liberty LT - ONLINE,Liberty University
6,Yoon & Heckel,Liberty YH - ONLINE,Liberty University
6,Etienne & Randlett,Liberty ER - ONLINE,Liberty University
4,Ayala & Johnson,CSU Long Beach AJ,CSU Long Beach
4,Fritz & Garner,Liberty FG - ONLINE,Liberty University
4,Wallace & Wiehe,Liberty WW - ONLINE,Liberty University
4,Delgado & Pyke-Sharpe,NYU DP,New York University
4,Arreola & Castañares,Southwestern AC - ONLINE,Southwestern College
4,Aqeel & Barazi,Houston AB,University of Houston
3,Marcy & Williams,Cornell MW,Cornell
3,Neale & Rudolph,George Mason NR - ONLINE,George Mason University
3,Dutra & Munoz,Southwestern DM - ONLINE,Southwestern College
3,aldebot ho & Ulloa,Suffolk AU,Suffolk University Debate
2,Patino & Hazzouri,Boston College PH,Boston College
2,Vorontsova & Wang,Cornell VW,Cornell
2,Alegre & Haroon,George Mason AH - ONLINE,George Mason University
2,Ayekof & Flores Palacios,Southwestern AF - ONLINE,Southwestern College
2,Blank & Sulzinsky,Suffolk BS,Suffolk University Debate
2,Fesehaie & Wellmann,Suffolk FW,Suffolk University Debate
1,Schreiner Hand & Flores,Schreiner HF,Schreiner Unviersity
1,Toumi & Ponce Lemus,Suffolk TP,Suffolk University Debate
0,Schreiner Garica & Davis,Schreiner GD,Schreiner Unviersity
