Wins,Name,Code,School
5,Chaturvedi & Kaase,NewSch CK,New School
5,Edelstein & Blazquez,Roches/UTSan EB,Rochester
4,Harlow & Ortiz,JamMad HO,James Madison
4,Albright & Shockley,MisSta AS,Missouri State
4,Montgomery & Scott,Samfor MS,Samford
3,Wu & Li,NYU WL,NYU
3,Hornsby & Tsao,Georgi HT,Georgia
2,Goodson & Wilson,UTSan GW,UT San Antonio
0,Asmar & Powell,UTSan AP,UT San Antonio
