Wins,Name,Code,School
6,Robertson & Sum,Kansas State Robertson & Sum,Kansas State
5,Hough & McFerren,Southern Nazarene Hough & McFerren,Southern Nazarene
4,Lewis & Shockley,Missouri State Lewis & Shockley,Missouri State
4,Houston & Wright,Oklahoma Houston & Wright,Oklahoma
3,Johnson & Regassa,Houston Johnson & Regassa,Houston
3,Singh & Johnson,Kansas Singh & Johnson,Kansas
2,Johnson & Shadman,Oklahoma Johnson & Shadman,Oklahoma
2,Lauber & Files,UTD Lauber & Files,UTD
1,Baker & Vazquez,Southern Nazarene Baker & Vazquez,Southern Nazarene
