Wins,Name,Code,School
2,Loew & Reed,Nick Loew,George Mason
2,Fish & Hoham,Indiana FH,Indiana
2,Penumetcha & Logan,Indiana PL,Indiana
2,Lucas & Shew,Missouri State LS,Missouri State
2,Wilkinson & Woodall,Missouri State WW,Missouri State
2,Blackwell & Riggs,Samford BR - ONLINE,Samford
2,Gill & Tarnowski,Samford GT - ONLINE,Samford
2,Karchmer & Sendejas,UTD KS,UTD
2,Huffman & Smith,Central Oklahoma HS - ONLINE,Central Oklahoma
2,Wendland & Williams,Central Oklahoma WW - ONLINE,Central Oklahoma
2,Mruz & Vale,Georgia MV,Georgia
2,Wilkus & Harris,Kansas WH,Kansas
2,Dover & Hudgins,Mary Washington DH - ONLINE,Mary Washington
2,Baumert & Gies,Michigan BG,Michigan
2,Bhadani & Channa,Southern California BC,Southern California
2,Mitchell & swidecki,Wyoming MS - ONLINE,Wyoming
2,Bressler & Mojica,Wake Forest BM,Wake Forest
2,Perez & Shaw,Wake Forest PS,Wake Forest
2,Forsyth & Keller,West Georgia FK - ONLINE,West Georgia
2,Haindfield & Roark,Lyd Haindfield,Western Washington
2,Hummingbird & Molina Chavez,Wichita State HM - ONLINE,Wichita State
1,Kundu & Li,Harvard/Tufts KL,Harvard
1,Albright & Burns,Missouri State AB,Missouri State
1,Abdelhakiem & Granger,Missouri State AG,Missouri State
1,Makinde & Saigal,NYU MS - ONLINE,NYU
1,Gabe Karsh,Oakton Community GK,Oakton Community
1,Walker & Wilson,Trinity WW - ONLINE,Trinity
1,Goodrich & Le,Houston GL,Houston
1,Sanjeevan & Stockstill,Kentucky SS,Kentucky
1,Kuo & Simha,Navya Simha,Michigan
1,Freeman & Khan,Southern California FK,Southern California
1,Radcliffe & Willson,Wyoming RW - ONLINE,Wyoming
1,Howard & Trestrail,Wayne State HT,Wayne State
0,Lopez & Ortega,Southern California LO,Southern California
