Wins,Name,Code,School
6,Giampetruzzi & Kessler,Emory GK,Emory
6,Bittner & Davidson,Wake Forest BD,Wake Forest
5,Bald & Chang-Deutsch,Dartmouth BC,Dartmouth
5,Shankar & Vergho,Dartmouth SV,Dartmouth
5,Deo & Wegener,Northwestern DW,Northwestern
5,Desai & Kashyap,Texas DK,Texas
5,Scott & McMahon,Kansas SM,Kansas
5,Adam & Weinhardt,Kentucky AW,Kentucky
5,Kiihnl & Griffith,Kentucky KG,Kentucky
5,Berhe & Mukherjee,"Massachusetts, Amherst BM","Massachusetts, Amherst"
5,Harrington & Rabbini,Michigan HR,Michigan
5,Mikelson & Muse,Michigan MM,Michigan
5,Phil & Pierry,Michigan PP,Michigan
5,Rabbini & Shah,Pittsburgh RS,Pittsburgh
5,Robinson & Trotman,Wake Forest RT,Wake Forest
4,Cai & Vazquez Torres,Dartmouth CV,Dartmouth
4,Datel & Laurent,Dartmouth DL,Dartmouth
4,Bellam & Pak,Emory BP,Emory
4,Conry & Rupp,Emory CR,Emory
4,Doubledee & Piekut,Emory DP,Emory
4,Hecht & Mitchell,Emory HM,Emory
4,Lawless & Wang,Georgetown LW,Georgetown
4,Manens & Sayers,Georgetown MS,Georgetown
4,Zinober & Zaidi,Georgetown ZZ,Georgetown
4,Barton & Habermann,Harvard BH - ONLINE,Harvard
4,Ogbogu & Yeboah,Harvard OY,Harvard
4,Glancy & Meloche,Michigan State GlMe,Michigan State
4,gusis & Miklovis,Tony Miklovis,Michigan State
4,Anderson & Bhasin,Texas AB,Texas
4,Cavanaugh & Sanders,Maeve Ella,Iowa
4,Park & Marshall,Kansas PM,Kansas
4,Spiers & Barreto,Kansas SB,Kansas
4,Semrick & Park,Kansas SP,Kansas
4,Hormozdiari & Skoulikaris,Michigan HS,Michigan
4,Rahman & Reese,Rayeed Rahman,Southern California
4,Bathily & Smith,Wake Forest BS,Wake Forest
4,Dua & Sayoto,Wake Forest DS,Wake Forest
4,Clough & Larson,West Georgia CL - ONLINE,West Georgia
4,Babcock & Babcock,Wichita State BB - ONLINE,Wichita State
3,Barsoumian & Darwish,Baylor BD,Baylor
3,Hudson & Laibe,Baylor HL,Baylor
3,T. Louis & Picallo,Eli T. Louis,Binghamton
3,Ortega & Flores,Jay-Z Flores,CSU Long Beach
3,Kim & Lobo,Emory KL,Emory
3,Moodley & Sandhu,Emory MS,Emory
3,Bedi & Roytburg,Emory RB,Emory
3,Satovsky & Shirts,Emory SS,Emory
3,Cowan & Hightower,Georgetown CH,Georgetown
3,Greer & White,Georgetown GW,Georgetown
3,Kumar & Lowenstein,Georgetown KL,Georgetown
3,Dixon & Yeshitila,Harvard DY,Harvard
3,Bennett & Koster,Michigan State BK,Michigan State
3,Johnson & Phoenix-Flood,Minnesota JP,Minnesota
3,Layden & Modi,NYU LM - ONLINE,NYU
3,Blanton & Gu,Texas BG,Texas
3,Karthik & Rios,UTD KR,UTD
3,Lasseter & Watson,UTD LW,UTD
3,Fox & Cryan,Houston FC,Houston
3,Khan & Abad,Nine Abad,Houston
3,Shaw & Schultz,Luna Schultz,Kansas
3,Di & Gabay,Kentucky DG,Kentucky
3,Williams & McBlain,Kentucky WM,Kentucky
3,Ippagunta & McDermott,Michigan IM,Michigan
3,El-Sharif & Ramesh,Pennsylvania ER,Pennsylvania
3,Campbell & Campbell,Wyoming CC,Wyoming
3,Lassen & Powers,Wyoming LP,Wyoming
3,Abughosh & Puerto,Wake Forest AP,Wake Forest
3,Luckett & Taylor,Wake Forest LT,Wake Forest
3,Mckenzie & Reza Husain,Wayne State MR,Wayne State
3,Hinecker & Phillips,Wichita State HP - ONLINE,Wichita State
2,Pierce & Wallen,Emory PW,Emory
2,Krambeer & Reed-Valizan,Emporia State KR,Emporia State
2,Imbimbo & Lowry,George Mason IL,George Mason
