Wins,Name,Code,School
6,Shihab & Rodak,George Mason RoSh,George Mason
5,Reyes & Shananier,George Mason RS,George Mason
5,Matzen & Smith,James Madison SM,James Madison
4,Patel & Richter,George Mason RP,George Mason
4,Berry & Layton,Liberty BL,Liberty
3,Shoemaker & Mathemeier,Liberty SM,Liberty
3,Gobezie & Turner,Liberty TG,Liberty
3,Kansra & Tai,NYU KT,NYU
3,Fetter & Phillips,West Virginia PF,West Virginia
2,Treulich & Cui,Binghamton TC,Binghamton
2,McNabb & Wachsmuth,Boston College MW,Boston College
2,Jensen & Munson,Liberty JM,Liberty
2,Basu-Mallick & Agarwal,Navy BA,Navy
2,Auquilla & Li,NYU AL,NYU
2,Emrich & Jenkins,Rochester EJ,Rochester
