Wins,Name,Code,School
5,Scully & Zi,Michigan State SZ - ONL,Michigan State
5,Haber-Fawcett & Herzer,Benjy Haber-Fawcett,Minnesota
5,Doratt & Fernandez,Houston DF - ONL,Houston
5,Sheffield & Yadagiri,Houston SY,Houston
4,Mokriski & Christ,Emory/Towson MC,Emory
4,Harlow & Ortiz,James Madison HO,James Madison
4,Berry & Horne,Liberty BH,Liberty
4,Dellinger & Hamilton,Liberty DH,Liberty
4,Houston & Shadman,Oklahoma HS,Oklahoma
4,Foster & Le,Houston FL - ONL,Houston
4,Kidd & Nguyen,Houston KN,Houston
4,Rehman & Ogork,Houston RO - ONL,Houston
3,Randolph & Wachsmuth,Boston College RW,Boston College
3,Fuchs & Wilson,Jay Fuchs,George Mason
3,Agrahara & buck,Michigan State AB - ONL,Michigan State
3,Chaturvedi & Kaase,New School CK - ONL,New School
3,Ku & Li,NYU KL - ONL,NYU
3,Warnock & Tsao,Georgia WT,Georgia
3,Laham & Teasdle,Wayne State LT,Wayne State
2,Bhurtel & Yalch,George Mason BY,George Mason
2,Rizzoli & Alshuhayeb,George Mason RA,George Mason
2,Megill & Short,Liberty MS,Liberty
2,Schaefer & Ramirez,Monmouth SR,Monmouth
2,Agarwal & Santiago,Navy AS,Navy
2,Montgomery & Scott,Samford MS,Samford
2,Ofsdahl & Blazquez,UT San Antonio OB,UT San Antonio
1,Linares & Basilio,CSU Long Beach LB,CSU Long Beach
1,Yalch & Palmer,Monmouth YP,Monmouth
1,Smith & Waheed,Oklahoma SW,Oklahoma
