Wins,Name,Code,School
5,Wang & Lawless,Georgetown WL,Georgetown
5,Cazeau & Robinson,Liberty CR,Liberty
5,Glancy & Koster,Michigan State GK,Michigan State
5,Phoenix-Flood & Rao,Minnesota PR,Minnesota
5,Deo & Fridman,Northwestern DF,Northwestern
5,Snow & Scott,Kansas SS,Kansas
5,margolin & Muse,Michigan MM,Michigan
5,Phil & Skoulikaris,Michigan PS,Michigan
4,Datel & Alexis,Columbia/WashU DA,Columbia
4,Piekut & Roytburg,Emory PR,Emory
4,Armstrong & Loew,Nick Loew,George Mason
4,Ramsey & Wallenmeyer,Liberty RW,Liberty
4,Meloche & Miklovis,Tony Miklovis,Michigan State
4,Anderson McElligott & Kivimaki,Spencer Anderson McElligott,Minnesota
4,Lucas & Reeves,Missouri State LR,Missouri State
4,Emerson & Tarnowski,Samford ET,Samford
4,Eusterman & Eusterman,UC Berkeley EE,UC Berkeley
4,Rahaman & Ottinger,Kansas RO,Kansas
4,Wilkus & Harris,Kansas WH,Kansas
4,Weinhardt & Kiihnl,Kentucky KW,Kentucky
4,El-Sharif & Ramesh,UPenn/Northeastern ER,Pennsylvania
3,Navarrete & Palmer,Emory NP,Emory
3,Pierce & Wallen,Emory PW,Emory
3,Gilmer-Hill & Mukherjee,Harvard/UMass GM,Harvard
3,Solsman & Wagner,Liberty SW,Liberty
3,Bennett & Scott,Michigan State BS,Michigan State
3,Amundsen & Frese,Minnesota AF,Minnesota
3,Johnson & Sun,Minnesota JS,Minnesota
3,Lasseter & Watson,UTD LW,UTD
3,Putney & Sanders,Maeve Ella,Iowa
3,Lee & Soper,Kansas LS,Kansas
3,Stockstill & Adam,Jared Adam,Kentucky
3,Hormozdiari & Kuo,Michigan HK,Michigan
2,Carter & Cheek,Boston College CC,Boston College
2,Lowry & Peake,George Mason LP,George Mason
2,Kumar & Martinez,Georgetown KM,Georgetown
2,Oluwayomi & Fish,Indiana OF,Indiana
2,Davis & Parrish,Minnesota DP,Minnesota
2,Munson & Prost,Teddy Munson,Minnesota
2,Korlacki & Rock,Navy KR,Navy
2,Agbede & De Leon,Northwestern AD,Northwestern
2,Gill & Riggs,Samford GR,Samford
2,Karchmer & Sendejas,UTD KS,UTD
2,Dover & Hudgins,Mary Washington DH,Mary Washington
2,Flashner & Mikelson,Michigan FM,Michigan
2,Cole & Radcliffe,Wyoming CR,Wyoming
2,Mitchell & swidecki,Wyoming MS,Wyoming
1,Moreno & Morioka,Gonzaga MM,Gonzaga
1,Jasani & Logan,Indiana JL,Indiana
1,Grace & Cade,Missouri State GC,Missouri State
1,Wilkinson & Woodall,Missouri State WW,Missouri State
1,Layden & Scott,NYU LS,NYU
1,McBlain & Williams,Kentucky MW,Kentucky
