Wins,Name,Code,School
5,Amadea Datel,Columb Amadea Datel,Columbia
5,Revare & Snow,Kansas Revare & Snow,Kansas
4,Amundsen & Frese,Minnes Amundsen & Frese,Minnesota
4,Hartter & Woodall,MisSta Hartter & Woodall,Missouri State
3,Krambeer & Reed-Valizan,EmpSta Krambeer & Reed-Valizan,Emporia State
3,Munson & Prost,Teddy Munson,Minnesota
3,Lasseter & Watson,UTD Lasseter & Watson,UTD
2,Rudd & Koperski,Minnes/Iowa Rudd & Koperski,Minnesota
2,Karchmer & Sendejas,UTD Karchmer & Sendejas,UTD
1,Shockley & Wilkinson,MisSta Shockley & Wilkinson,Missouri State
1,Goodrich & Nguyen,Housto Goodrich & Nguyen,Houston
