Wins,Name,Code,School
4,Nyberg & King,Binghamton NK,Binghamton University
4,Story & Song,United States Military SS,United States Military Academy
4,Opron & Shatilenko,United States Military OS,United States Military Academy
4,Kang & Wilder,United States Military KW,United States Military Academy
3,Ozcayir & Rahman,Rochester OR,University of Rochester
2,Cui & Uones,Binghamton CU,Binghamton University
2,Kpade & Xu,New School KX,New School
1,Chau & Zhu,United States Military CZ,United States Military Academy
1,Fu & Rosser,Rochester FR,University of Rochester
