Wins,Name,Code,School
6,Cho & Puerto,Wake Forest PC,Wake Forest
5,Pierce & Wallen,Emory WP,Emory
4,Moreno & Wellman,Gonzaga MW,Gonzaga
4,Kochel & Price,Macalester PK,Macalester
4,Slish & Stockstill,Kentucky SS,Kentucky
4,Willson & Swidecki,Wyoming SW,Wyoming
3,Gunendran & Jotsinghani,Cornell JG,Cornell
3,Herzer & Munson,Minnesota MH,Minnesota
3,Prost & Wells,Minnesota PW,Minnesota
3,Connor & Rea,Navy RC,Navy
3,Bisevac & Gabay,Kentucky GB,Kentucky
2,Feldman & Waghray,Emory WF,Emory
2,Benson & Haber-Fawcett,Benjy Haber-Fawcett,Minnesota
1,Vasquez & Delgado,Cal State Fullerton DV,Cal State Fullerton
1,Warnock & Vale,Georgia VW,Georgia
