Wins,Name,Code,School
5,Peotter & Duggal,Indiana PD,Indiana University
5,Hughes & Klain,Navy HK,Navy
5,Barazi & Aqeel,Houston AB,University of Houston
4,Lindsay & Sferrazza,Wake Forest LS,Wake Forest University
3,Chao & Liu,Navy CL,Navy
3,Birknes & Lopez,Navy BL,Navy
3,Lambert & Martin,Navy LM,Navy
3,Doherty & Luce,Southern Nazarene DL,Southern Nazarene University
3,Lopez & Ellis,Houston LE,University of Houston
1,Newton & Wagner,Johnson County Community NW,Johnson County Community College
1,Ulloa & Haq,Suffolk HU,Suffolk University Debate
0,Torres-Martinez & Boyer,Marian BT,Marian University
