Wins,Name,Code,School
6,Anderson & Davis,Texas AD,Texas
5,Conry & Shirts,Clara Conry,Emory
5,Robertson & Turner,Kansas State TR,Kansas State
5,Chalamalasetty & Feinstein,Texas FC,Texas
5,Hato & Persinger,Kansas HP,Kansas
4,Yang & okahata,Emory YO - ONLINE,Emory
4,Bilicki & Parfenoff,Iowa BP - ONLINE,Iowa
4,Spiers & Harris,Kansas HS,Kansas
4,Willingham & McConnell,Kansas MW,Kansas
4,Schultz & Suleman,Kansas SS,Kansas
3,Liu & Ravikumar,Emory LR - ONLINE,Emory
3,Sullivan & Yarborough,Oklahoma SY,Oklahoma
3,Sendejas & Karthik,UTD SK - ONLINE,UTD
3,Smith & Walker,Central Oklahoma SW,Central Oklahoma
3,Abad & Regassa,Houston AR,Houston
3,Wilkus & Williams,Kansas WW,Kansas
3,Wofford & Jones,North Texas WJ - ONLINE,North Texas
2,Roy & Wilkinson,Missouri State WR,Missouri State
2,Wilson & Carter,Missouri Valley WC - ONLINE,Missouri Valley
2,Teague & Houston,Oklahoma TH,Oklahoma
1,Sand & Sum,Kansas State SS,Kansas State
1,Smith & story,Oklahoma SS,Oklahoma
1,Blazquez & Carrillo,Sebby Blazquez,UT San Antonio
1,Schnitzer & Armstrong,Houston AS,Houston
1,Sharman & Martinez,Kansas MS,Kansas
