Wins,Name,Code,School
5,Rauhoff & Tooley,Missouri State RT,Missouri State
5,McKeever & Teply,Nebraska-Lincoln MT,Nebraska-Lincoln
4,Campbell & Gelsheimer,Missouri State GC,Missouri State
4,Marney & Mott,Kansas MM,Kansas
4,Schadl & Nguyen,Nebraska-Lincoln NS,Nebraska-Lincoln
3,Wilson & Yi,UT San Antonio WY,UT San Antonio
2,kadiyala & Feyes,Northern Iowa/Kansas State KF,Northern Iowa
2,Morales & Crownover,Oklahoma/Tulsa Community MC,Oklahoma
1,Whittaker & Kaune,Northern Iowa WK,Northern Iowa
