Wins,Name,Code,School
5,Choi & Santiago,Navy CS,Navy
5,Crisan & Manian,Purdue CM,Purdue
4,Conrad & Gleason,Louis Gleason,Boston College
4,Agrahara & buck,Michigan State AB,Michigan State
4,Kuo & Yadav,Michigan KY,Michigan
4,Walter & Dudewicz,Michigan WD,Michigan
3,Chatpunnarangsee & Floyd,Indiana CF,Indiana
3,Sedam & Wang,NYU SW,NYU
3,Brzozowski & Kirsch,Michigan BK,Michigan
3,Laham & Teasdle,Wayne State LT,Wayne State
2,Nabo & Pedrotti,Southwestern NP,Southwestern
1,Basu-Mallick & Agarwal,Navy BA,Navy
1,Jin & McClure,NYU JM,NYU
