Wins,Name,Code,School
5,McDermott & Skoulikaris,Michigan MS,Michigan
5,Griffin & Arreola,Southern California/Southwestern GA,Southern California
5,Smith & Wentling,Wichita State SW,Wichita State
4,Bennett & Koster,Michigan State BK,Michigan State
4,Kennedy & Reeves,Missouri State KR,Missouri State
4,Mckenzie & Reza Husain,Wayne State MR,Wayne State
3,Herzer & Munson,Minnesota HM,Minnesota
3,Gill & Tarnowski,Samford GT,Samford
3,Healey & Noriega,Texas HN,Texas
3,Dover & Hudgins,Mary Washington DH,Mary Washington
2,Karsh & Toro,Macalester/Oakton Community KT,Macalester
2,Layden & Modi,NYU LM,NYU
2,Cho & Jones,Wake Forest CJ,Wake Forest
2,Howard & Trestrail,Wayne State HT,Wayne State
1,Blackwell & Riggs,Samford BR,Samford
0,Alnasser & Jotsinghani,Cornell AJ,Cornell
