Wins,Name,Code,School
6,Crowley & Olabanji,Trinity CO,Trinity University
5,Johnson & Thornton,CSU Long Beach/CSU Northridge JT,CSU Long Beach
5,Etienne & Yoon,Liberty EY,Liberty University
5,Anteen & Rowe,West Point AR,West Point
4,McLaughlin & Bryen,Binghamton MB,Binghamton University
4,Boscan & Brewer,Utah BB,University of Utah
4,Freeman & Gerber,West Point FG,West Point
3,Badmus & Haroon,George Mason BH,George Mason University
3,O'Connor & Neale,George Mason NO,George Mason University
3,Alegre & Poteet,George Mason AP,George Mason University
3,Busenhart & McSorley,MoState BM,MoState
3,Luce & Jennings,Southern Nazarene LJ,Southern Nazarene University
3,Dong & Prieto,Texas DP,Texas
3,Lackey & Reed,Georgia LR,University of Georgia
3,Lindsay & Sferrazza,Wake Forest LS,Wake Forest University
3,Little & Peffers,West Point LP,West Point
2,Jorquez & Schmidtler,Liberty JS,Liberty University
2,Cruzan & Doherty,Southern Nazarene CD,Southern Nazarene University
2,Glasper & Guzman Ramirez,Texas GG,Texas
2,Davidson & Osama,Houston DO,University of Houston
1,Killoran & Flores,Macalester KF,Macalester College
1,Bustos & Werner,Oklahoma BW,Oklahoma
1,Allen & Sutton,Texas AS,Texas
1,Aqeel & Shehata,Houston AS,University of Houston
