Wins,Name,Code,School
6,Bell & Rosa-Pérez Montes,George Mason BR,George Mason University
5,Fariss & Vardhanapu,George Mason FV,George Mason University
4,Ramaswamy & Robinson,Binghamton RR,Binghamton University
4,Sun & Bridgers,George Mason BS,George Mason University
4,Foudali & Garcia,Indiana FG,Indiana University
4,Barbee Doerfler & Hilts,James Madison BH,James Madison University
4,Peters & Ronchetti,Liberty PR,Liberty University
4,Hathaway & Hathaway,Liberty HH,Liberty University
4,Booth & Goossens,Southern Nazarene BG,Southern Nazarene University
4,Wong & Tran,West Point WT,West Point
3,Fernandez Suarez & Fernandez Suarez,Boston College FF,Boston College
3,Bruce & Marquis,Boston College BM,Boston College
3,Thomas & Del Pino,Indiana/Miami TD,Indiana University
3,Daley & Stene,Liberty DS,Liberty University
3,Dean & Howell,West Point DH,West Point
2,Brady & Salemme,Boston College BS,Boston College
2,Burgos & Edler,James Madison BE,James Madison University
2,Wellmann & Fesehaie,Suffolk FW,Suffolk University
2,Quintana & DaCruz,Suffolk DQ,Suffolk University
2,Datwani & Lippmann,Texas DL,Texas
2,Beri & Erikson,West Point BE,West Point
1,Frazier & Perez-Pantoja,New Mexico PF,University of New Mexico
1,Luevano & Perea,New Mexico LP,University of New Mexico
0,Haq & Poole,Suffolk HP,Suffolk University
