Wins,Name,Code,School
6,Chalamalasetty & Feinstein,Texas CF,Texas
5,Willingham & McConnell,Kansas WM,Kansas
4,Haber-Fawcett & Herzer,Minnesota HH,Minnesota
4,Benson & Wells,Minnesota WB,Minnesota
4,Blackwell & Ford,Samford BF,Samford
4,Mubarak & Lasseter,UTD ML,UTD
4,Pham & Logback,Kansas PL,Kansas
3,Camp & Pertuit,Baylor CP,Baylor
3,Roe & Wellman,Gonzaga RW,Gonzaga
3,Houston & Toro,Oklahoma HT,Oklahoma
3,Smith & story,Oklahoma SS,Oklahoma
3,Doratt & Wang,Houston DW,Houston
3,Shakarov & wolfe,Wake Forest SW,Wake Forest
2,Campbell & Tooley,Missouri State CT,Missouri State
2,Sharman & Harker,Kansas SH,Kansas
1,Wilson & Carter,Missouri Valley WC,Missouri Valley
0,Bell & Baker,Southern Nazarene BB,Southern Nazarene
0,Cruzan & McFerren,Southern Nazarene CM,Southern Nazarene
