Wins,Name,Code,School
5,Richter & Shihab,George Mason RS,George Mason
5,Midithuri & Fernando,Indiana MF,Indiana
5,Chew & Ford,Samford CF,Samford
5,Regassa & Johnson,Houston RJ,Houston
4,Patel & Reyes,George Mason PR,George Mason
4,Stolzenfeld & Rodak,George Mason SR,George Mason
4,Bridges & Lacasse,Liberty BL,Liberty
4,Shuttlesworth & Turner,Liberty ST,Liberty
4,Motu & Rea,Navy MR,Navy
4,Eubanks & Kelly-Williams,Samford EK,Samford
4,Corpus Hernandez & Lathish,Houston CL,Houston
4,Busch & Hungar,Mary Washington BH,Mary Washington
3,Doyle & Feeney,Boston College DF,Boston College
3,Cheng & Pelli,Emory CP,Emory
3,Noonan & Sanders,Indiana NS,Indiana
3,Orange & Santiago,Monmouth OS,Monmouth
3,Cardenas & Oquendo,New School CO,New School
3,Hackett & Hammond,Samford HH,Samford
3,Threat & Lacer,Houston TL,Houston
3,Varughese & Russell,Houston VR,Houston
3,Culhane & Stanley,Wayne State CS,Wayne State
2,Porter & Jensen,Liberty PJ,Liberty
2,Ali & Michel,Monmouth AM,Monmouth
2,Marsh & Mykulyn,Monmouth MM,Monmouth
1,Boyle & Nitzberg,Monmouth BN,Monmouth
1,Bruno & Tamburrino,Monmouth BT,Monmouth
1,Carbone & Connelly,Monmouth CC,Monmouth
1,Ortegalopez & Zupkay,Monmouth OZ,Monmouth
1,Evenstad & Spaulding,Trinity ES,Trinity
