Wins,Name,Code,School
6,Chew & Pack,Samford Chew & Pack,Samford
6,Hackett & Hammond,Samford Hackett & Hammond,Samford
4,Campbell & Gelsheimer,Missouri State Gelsheimer & Campbell,Missouri State
3,Tsao & Billingsley,Georgia Tsao & Billingsley,Georgia
2,Boncher & Srivathsan,Michigan Boncher & Srivathsan,Michigan
2,Laham & Culhane,Wayne State Laham & Culhane,Wayne State
1,Awad & Dougherty,Missouri State Awad & Dougherty,Missouri State
