Wins,Name,Code,School
5,Carter & Wilson,Missouri Valley WC,Missouri Valley
3,Fish & Kierzyk,Indiana FK,Indiana
3,Kimmerle & Tooley,Missouri State KT,Missouri State
2,Campbell & Roy,Missouri State CR,Missouri State
2,Culhane & Laham,Wayne State CL,Wayne State
1,Nguyen & Wang,Wake Forest NW,Wake Forest
