Wins,Name,Code,School
6,Hackett & Hammond,Samford HH,Samford
5,Scott & Pack,Samford PS,Samford
4,Berry & Layton,Liberty BL,Liberty
4,Foos & Sanders,Liberty FS,Liberty
4,Bellmon & Hale,Wake Forest BH,Wake Forest
2,Midithuri & Shoemaker,Indiana/Liberty MS,Indiana
2,Kansra & Tai,NYU KT,NYU
2,Dudewicz & Walter,Michigan DW,Michigan
1,Wu & Boncher,Michigan WB,Michigan
0,Usenov & Winnick,Minnesota UW,Minnesota
