Wins,Name,Code,School
8,Busch & Hungar,Mary Washington BH,Mary Washington
7,Reyes & Stolzenfeld,George Mason SR,George Mason
6,Midithuri & Fernando,Indiana MF,Indiana
5,Shananier & Shihab,George Mason SS,George Mason
5,Oehler & Smith,James Madison SO,James Madison
5,Bridges & Lacasse,Liberty BL,Liberty
5,Rea & Pellei,Navy RP,Navy
5,McGee & Ntumy,United States Military MN,United States Military
5,Cuello & Leng,Georgia CL,Georgia
4,Shuttlesworth & Turner,Liberty ST,Liberty
4,Fetter & Carr,West Virginia FC,West Virginia
3,Pelli & McCabe,Emory/United States Military PM,Emory
3,Mahyoub & Schjoth,James Madison MS,James Madison
3,Stafford & Porter,Liberty SP,Liberty
3,Bui & Motu,Navy BM,Navy
3,Baker & Vazquez,Southern Nazarene BV,Southern Nazarene
2,Sanders & Noonan,Indiana SN,Indiana
2,Jensen & Life,Liberty JL,Liberty
1,Brown & Roy,Missouri State BR,Missouri State
1,Guillot & Torres,United States Military GT,United States Military
