Place,First,Last,Entry,School,State,Pts -1HL,Pts -2HL,Pts,OpW,Z2,Rand -1HL,Ballots
105,Connor,Brown,Kansas BW,Kansas,KS,115.60,57.80,173.10,3.67,172.93,92.12,"W29.1,L28.3,W29.1,L28.7,W29.2,L28.7"
106,Dash,Weinhardt,Gonzaga DW,Gonzaga,WA,115.60,57.70,173.70,3.60,172.77,69.93,"W28.8,W29.4,L28.9,W28.7,W29.1,L28.8"
107,Anish,Guddati,Dartmouth GG,Dartmouth,NH,115.60,57.70,173.40,2.67,174.10,54.86,"L28.8,W29.2,L28.6,L28.7,W29.2,L28.9"
108,Henry,Walawender,Kansas BW,Kansas,KS,115.50,57.80,173.10,3.67,172.76,11.44,"W29.2,L28.4,W29,L28.6,W29.1,L28.8"
109,Matthew,Conway,James Madison PC,James Madison,VA,115.50,57.80,173.10,2.83,172.90,49.49,"W29,L28.7,L28.3,W29,L28.8,W29.3"
110,Saturn,Guo,Dartmouth GG,Dartmouth,NH,115.50,57.80,173.10,2.67,173.07,66.11,"L28.9,W28.9,L28.8,L28.5,W28.9,L29.1"
111,Shahina,Chatur,Baylor LC,Baylor,TX,115.50,57.70,173.50,3.50,173.24,13.35,"L28.9,W28.8,W29,W29.3,W28.7,L28.8"
112,Navya,Simha,Michigan ShSi,Michigan,MI,115.47,57.80,173.28,3.50,172.86,46.52,"L28.7,W28.7,W28.9,L29.1,L29"
113,Sage,Carter,Western Kentucky CF,Western Kentucky,KY,115.40,57.70,173.30,2.83,173.41,17.46,"W29,L28.7,W29.3,L28.8,W28.9,L28.6"
114,Rae,Fournier,Western Kentucky CF,Western Kentucky,KY,115.40,57.70,173.10,2.83,173.18,76.57,"W29.1,L28.6,W29,L29,W28.7,L28.7"
115,Nathan,Weimar,Iowa BW,Iowa,IA,115.40,57.70,173.00,3.17,174.08,2.67,"W28.8,L28.2,W28.9,L28.9,W29.4,W28.8"
116,michi,okahata,Emory PO,Emory,GA,115.40,57.70,172.90,3.17,173.01,66.42,"L28.7,W29,W28.4,L28.7,W29.1,W29"
117,Mark,Martinez,Northwestern MO,Northwestern,IL,115.40,57.70,172.90,2.83,172.79,35.82,"L29.1,L28.6,W28.2,W29.3,L28.9,W28.8"
118,Trishay,Naman,Texas KN,Texas,TX,115.30,57.70,172.50,3.17,173.01,12.77,"L28.7,W28.9,W29.2,L28,W28.8,L28.9"
119,Carson,Bath,Kansas AB,Kansas,KS,115.30,57.70,172.40,2.83,171.97,15.08,"L28.8,W29,L28,W29.1,L28.9,W28.6"
120,Megan,Rodak,George Mason RR,George Mason,VA,115.30,57.60,172.90,3.00,171.30,24.56,"L28.8,L28.9,L28.8,W28.8,W28.9,L28.7"
121,Nargis,Suleman,Kansas MS,Kansas,KS,115.30,57.60,172.90,2.67,173.78,4.92,"L29,L28.7,L28.8,W28.6,W28.8,L29"
122,Jackson,Mills,Southern California MM,Southern California,CA,115.30,57.50,173.00,2.67,173.39,73.87,"L28.4,L28.6,W29.2,W28.6,W29.3,L28.9"
123,Jack,Pacconi,Northwestern PS,Northwestern,IL,115.20,57.80,172.10,3.00,172.81,0.06,"L28.5,W28.9,L28,W28.9,L28.9,W28.9"
124,Rose,Bilicki,Iowa BW,Iowa,IA,115.20,57.70,172.80,3.17,173.24,69.71,"W28.7,L28.4,W29,L29.1,W29.2,W28.4"
125,Chan,Park,Emory PO,Emory,GA,115.20,57.70,172.30,3.17,172.60,85.51,"L28.9,W28.6,W28.1,L28.8,W29,W28.9"
126,Ike,Song,Emory ST,Emory,GA,115.20,57.60,172.92,4.00,172.89,23.79,"W28.8,W28.9,W28.8,L28.8,L28.8"
127,Ahsan,Tahirkheli,Emory ST,Emory,GA,115.20,57.60,172.80,4.00,172.74,97.19,"W28.9,W28.8,W28.9,L28.7,L28.7"
128,Hector,Doratt,Houston DF,Houston,TX,115.20,57.60,172.80,3.00,172.77,12.93,"W29.1,L28.6,W29,L28.5,L28.7,W28.9"
129,Quentin,Cooper,Missouri State CN,Missouri State,MO,115.20,57.60,172.80,2.67,171.62,11.76,"L28.7,W28.9,L28.8,W28.8,W28.9,L28.7"
130,Sheima,Ben-Abdallah,Dartmouth JB,Dartmouth,NH,115.20,57.60,172.50,2.67,172.48,11.48,"L28.3,L28.7,W28.9,L29,L28.6,L29"
131,Laurel,Pack,Samford GP,Samford,AL,115.20,57.60,172.44,3.00,173.40,84.58,"L28.7,L28.4,L28.9,W28.9,L28.8"
132,William,Agustin,Michigan AO,Michigan,MI,115.20,57.60,172.30,2.50,173.51,6.43,"W28,L28.7,L28.9,L28.6,W29,L29.1"
133,Jameson,Balda,James Madison BR,James Madison,VA,115.20,57.50,173.00,3.33,172.71,63.71,"W29.2,W29.1,L28.6,L28.8,W28.7,L28.6"
134,Maddie,Augustine,Kentucky AE,Kentucky,KY,115.20,57.50,172.40,3.17,172.58,34.95,"L28.7,W28.8,L29,W28.7,L29,L28.2"
135,Robert,Ou,Michigan AO,Michigan,MI,115.20,57.50,171.40,2.50,173.12,86.86,"W27,L28.6,L28.8,L28.7,W29.1,L29.2"
136,Jared,Spiers,Kansas SB,Kansas,KS,115.10,57.70,172.70,2.67,173.27,8.51,"L28.9,W28.9,L29.1,W28.8,L28.5,W28.5"
137,Aaron,Fernandez,Houston DF,Houston,TX,115.10,57.60,172.60,3.00,172.45,81.38,"W28.8,L28.7,W29.1,L28.4,L28.8,W28.8"
138,Alex,Barreto,Kansas SB,Kansas,KS,115.10,57.50,173.00,2.67,173.46,20.86,"L28.8,W28.7,L28.9,W28.7,L29.3,W28.6"
139,Jack,Herzer,Minnesota HH,Minnesota,MN,115.07,57.60,173.04,3.20,173.42,49.39,"W28.8,L29.2,L28.7,W28.8,W28.7"
140,Benjy,Haber-Fawcett,Minnesota HH,Minnesota,MN,115.07,57.60,172.80,3.20,173.18,32.33,"W28.7,L29,L28.8,W28.7,W28.8"
141,Antonio,Souchet,Northwestern PS,Northwestern,IL,115.00,57.60,171.10,3.00,171.83,46.83,"L28.4,W29,L27,W28.6,L29.1,W29"
142,Joseph,Wofford,North Texas JW,North Texas,TX,115.00,57.50,172.50,2.00,172.26,21.82,"L28.8,L29.1,L28.6,L28.4,L28.7,W28.9"
143,Robin,Forsyth,West Georgia FK,West Georgia,GA,114.90,57.60,172.40,2.83,171.77,48.55,"W28.8,L28.5,L28.5,W28.8,L28.8,W29"
144,Glen,Scully,Michigan State JS,Michigan State,MI,114.90,57.60,172.20,3.67,172.40,72.94,"W28.9,L28.8,W28.4,W28.8,L28.5,L28.8"
145,Grace,McManus,Wichita State MW,Wichita State,KS,114.90,57.50,172.40,3.17,172.54,19.93,"L28.6,L28.8,W29.1,W28.8,L28.7,L28.4"
146,Zander,Fish,Indiana FS,Indiana,IN,114.90,57.50,172.20,2.00,171.76,67.97,"L29,L28.3,L28.8,L28.5,W28.9,W28.7"
147,Mahima,Ramesh,Northwestern RY,Northwestern,IL,114.90,57.40,172.70,2.33,171.82,67.45,"L28.7,W29.2,L28.7,L28.8,L28.7,L28.6"
148,Sabeeh,Mirza,Southern California MM,Southern California,CA,114.90,57.40,172.60,2.67,172.92,0.96,"L28.6,L28.5,W29,W28.5,W29.2,L28.8"
149,Joshua,StPeter,Western Kentucky SS,Western Kentucky,KY,114.90,57.40,172.50,2.33,172.04,52.39,"L29,L28.6,W28.9,L28.6,L28.7,W28.7"
150,Zaria,Jarman,Michigan State JS,Michigan State,MI,114.90,57.40,172.40,3.67,172.69,4.93,"W29.3,L28.7,W28.2,W28.9,L28.6,L28.7"
151,arielle,gearring,Michigan State AG,Michigan State,MI,114.90,57.40,172.40,2.17,172.29,67.88,"L28.9,L28.6,L28.7,W28.5,W29,L28.7"
