Wins,Name,Code,School
6,Rimpson & Stockstill,Kentucky RS,University of Kentucky
5,Aoki & Bodet,Harvard AB,Harvard
5,Davis & Parrish,Minnesota DP,Minnesota
5,Dingley & Perez,Wake Forest DP,Wake Forest University
5,Keller & Dal Pra,West Georgia DK,West Georgia
4,Ravikumar & Tai,Emory RT,Emory University
4,Haber-Fawcett & Herzer,Minnesota HH,Minnesota
4,Bhadani & Agrawal,Southern California AB,University of Southern California
3,Smith & Saxena,Arizona State SS,Arizona State
3,Wiessner & Meza,Cal State Fullerton WM,Cal State Fullerton
3,Dawson & Weinhardt,Gonzaga DW,Gonzaga University
3,Usenov & Wells,Minnesota UW,Minnesota
3,Connor & Rea,Navy CR,Navy
3,Lee & Hines,Northwestern HL,Northwestern University
3,Gill & Pack,Samford GP,Samford University
3,Augustine & Ervin,Kentucky AE,University of Kentucky
3,Agustin & Ou,Michigan AO,University of Michigan
3,Sampat & Sayoto,Wake Forest SS,Wake Forest University
2,Morley & Rao,Dartmouth MR,Dartmouth College
2,Waghray & Feldman,Emory WF,Emory University
2,Fish & Silkes,Indiana FS,Indiana University
2,Durbin & Harrison,Macalester DH,Macalester College
2,Daniels & Costello,Macalester DC,Macalester College
2,Huffman & Sanderson,Iowa HS,University of Iowa
2,Hwang & Baba,Michigan BH,University of Michigan
1,Lawrence & Satterfield,Navy LS,Navy
1,Bellmon & Hale,Wake Forest BH,Wake Forest University
0,Van Buren & Bailey,Northern Iowa BV,Northern Iowa
