Wins,Name,Code,School
6,Salah & Woodring,Suffolk SW,Suffolk
5,Song & Story,United States Military SS,United States Military
4,King & Treulich,Binghamton KT,Binghamton
4,Lea & Lim,Cornell LL,Cornell
3,Ku & Toussaint,NYU KT,NYU
3,Phillips & Mann,West Virginia PM,West Virginia
2,Ren & Uones,Binghamton RU,Binghamton
2,Boyle & Ramirez,Monmouth BR,Monmouth
1,Zupkay & Ortegalopez,Monmouth ZO,Monmouth
