Wins,Name,Code,School
4,Ortega & Medina,CSU Long Beach OM,CSU Long Beach
4,Price & Kochel,Macalester PK,Macalester College
4,Schultz & Larson,Kansas SL,University of Kansas
4,Shah & Shih,Michigan SS,University of Michigan
3,Lobo & Yang,Emory LY,Emory University
3,Geevarghese & Young,Emory GY,Emory University
2,Makinde & Saigal,NYU MS,New York University
2,Esmailzadeh & Shetty,Michigan ES,University of Michigan
1,Karchmer & Penumetcha,UTD KP,UTD
1,Sendejas & Karthik,UTD SK,UTD
1,Leverett & Sencion,Wake Forest SL,Wake Forest University
1,Bressler & Mojica,Wake Forest BM,Wake Forest University
