Wins,Name,Code,School
6,Shihab & Reyes,George Mason Reyes & Shihab,George Mason
6,Rodak & Stolzenfeld,George Mason Rodak & Stolzenfeld,George Mason
5,Patel & Shananier,George Mason Shananier & Patel,George Mason
5,Hackett & Hammond,Samford Hackett & Hammond - ONL,Samford
4,Fernando & Midithuri,Indiana Fernando & Midithuri,Indiana
4,Kansra & Tai,NYU Kansra & Tai - ONLINE,NYU
4,Chew & Ford,Samford Chew & Ford - ONL,Samford
3,Doyle & Sadraie,Boston College Doyle & Sadraie - ONL,Boston College
3,Ahmad & Kohlenberger,Cornell Ahmad & Kohlenberger,Cornell
3,Noonan & Sanders,Indiana Noonan & Sanders,Indiana
3,Brown & Roy,Missouri State Brown & Roy,Missouri State
3,Ortegalopez & Zupkay,Monmouth Ortegalopez & Zupkay,Monmouth
3,Palmer & Reutti,Monmouth Palmer & Reutti,Monmouth
3,Cardenas & Kpade,New School Cardenas & Kpade,New School
3,Evenstad & Spaulding,Trinity Evenstad & Spaulding,Trinity
3,Threat & Martinez,Houston Threat & Martinez,Houston
3,Varughese & Russell,Houston Varughese & Russell,Houston
2,Gaston & Nitzberg,Monmouth Gaston & Nitzberg,Monmouth
2,Marcelin & Santiago,Monmouth Marcelin & Santiago,Monmouth
2,Marsh & Mykulyn,Monmouth Marsh & Mykulyn,Monmouth
2,Billingsley & Hamby,Georgia Billingsley & Hamby,Georgia
1,Belloso & Bros,Monmouth Belloso & Bros,Monmouth
1,Lathish & Termezy,Houston Lathish & Termezy,Houston
0,Arbing & Chalifoux,Georgia Arbing & Chalifoux,Georgia
