Wins,Name,Code,School
6,Balda & Mishra,James Madison Balda & Mishra,James Madison
5,Modi & Theiding,NYU Modi & Theiding - ONLINE,NYU
4,Conrad & Hua,Boston College Conrad & Hua - ONL,Boston College
4,Fuchs & Bhurtel,Jay Fuchs,George Mason
4,Dellinger & Hamilton,Liberty Dellinger & Hamilton,Liberty
4,Agrahara & buck,Michigan State Agrahara & buck - ONL,Michigan State
4,Smith & Waheed,Oklahoma Smith & Waheed,Oklahoma
4,Mihaly & Wilson,UT San Antonio Mihaly & Wilson - ONL,UT San Antonio
4,O'Reilly & Short,Georgia/Liberty O'Reilly & Short,Georgia
4,Johnson & Regassa,Houston Johnson & Regassa,Houston
4,Kuo & Kirsch,Michigan Kuo & Kirsch - ONLINE,Michigan
3,McNabb & Wachsmuth,Boston College McNabb & Wachsmuth,Boston College
3,Toro & Scott,Oakton/Samford Toro & Scott - ONLINE,Oakton Community
3,Rehman & Alvarado,Houston/Trinity Rehman & Alvarado,Houston
3,Knopp & Medina,Wyoming Knopp & Medina - ONL,Wyoming
3,Stanley & Trestrail,Wayne State Stanley & Trestrail - ONLINE,Wayne State
2,Heaton & Lin,Arizona State Heaton & Lin,Arizona State
2,Basilio & Linares,CSU Long Beach Basilio & Linares,CSU Long Beach
2,Houston & Shadman,Oklahoma Houston & Shadman,Oklahoma
2,Blazquez & Ofsdahl,UT San Antonio Blazquez & Ofsdahl - ONL,UT San Antonio
2,Hornsby & Tsao,Georgia Hornsby & Tsao,Georgia
2,Leng & Warnock,Georgia Warnock & Leng,Georgia
2,Culhane & Laham,Wayne State Culhane & Laham - ONLINE,Wayne State
1,Lea & Barratt,Cornell Lea & Barratt,Cornell
1,Sekulic & Wu,NYU Sekulic & Wu - ONLINE,NYU
0,Sotomayor & Coney Barrett,Chris Palmer,Chris Palmer Test
0,Brown Jackson & Alito,Chris Palmer,Chris Palmer Test
0,Schaefer & Ramirez,Monmouth Schaefer & Ramirez,Monmouth
