Wins,Name,Code,School
6,Phoenix-Flood & Rao,Minnesota PR,Minnesota
5,Navarrete & Palmer,Emory NP,Emory
5,Armstrong & Loew,Nick Loew,George Mason
5,Ramsey & Wallenmeyer,Liberty RW,Liberty
5,Frese & Parrish,Minnesota FP,Minnesota
4,Cade & Reeves,Missouri State CR,Missouri State
4,Raman & Stinson,Tufts RS,Tufts
4,Fox & Lea,Houston FL,Houston
3,Gilmer-Hill & Mukherjee,"Harvard/Massachusetts, Amherst GM",Harvard
3,Solsman & Wagner,Liberty SW,Liberty
3,Amundsen & Prost,Minnesota AP,Minnesota
3,Dover & Remish,Mary Washington DR,Mary Washington
3,Campbell & Mitchell,Wyoming CM,Wyoming
2,Carter & Cheek,Boston College CC,Boston College
2,Geller & Li,Cornell GL,Cornell
2,Bedi & Wallen,Emory BW,Emory
2,Peake & Lowry,George Mason PL,George Mason
2,Johnson & Sun,Minnesota JS,Minnesota
2,Kauffman & Lucas,Missouri State KL,Missouri State
2,Korlacki & Rock,Navy KR,Navy
2,Hsu & Kuo,Michigan HK,Michigan
1,Butler & Lima Boudakian,Kat Butler,New School
1,Huffman & Wendland,Central Oklahoma HW,Central Oklahoma
