Wins,Name,Code,School
6,Joyce & Posey,Liberty JP,Liberty
5,Krambeer & Reed Valizan,Emporia State KR,Emporia State
4,Breneman-Pennas & Palmieri,George Mason BP,George Mason
4,Brown & Conway,James Madison BC,James Madison
4,Davis & Rudd,Minnesota DR,Minnesota
4,Woodall & Bell,Missouri State WB,Missouri State
4,Khan & Hoxha,Spiro Hoxha,Houston
4,Gavriliuc & Tabler,Michigan GT,Michigan
3,Wiessner & Garcia,Cal State Fullerton WG,Cal State Fullerton
3,Riekhof & Waghray,Emory RW,Emory
3,Dellinger & Smith,Liberty DS,Liberty
3,Fugate & Hartline,UT San Antonio FH,UT San Antonio
3,Ong & Smith,Central Oklahoma OS,Central Oklahoma
2,Buonaspina & Rizzoli,George Mason RB,George Mason
2,Duong & Duran,James Madison DD,James Madison
2,Yang & Santiago,Navy SY,Navy
2,Hudgins & Rucker,Mary Washington HR,Mary Washington
1,Chamberlain & Cook,Texas Tech CC,Texas Tech
1,Abad & Fries,Nine Abad,Houston
