Wins,Name,Code,School
6,Corpus Hernandez & Goodrich,Houston CG,Houston
5,Blackwell & McKibben,Samford BM,Samford
5,Rehman & Ahmed,Houston RA,Houston
4,Al Ani & Gooden,George Mason AG,George Mason
4,Emery & Tatum,George Mason ET,George Mason
4,Flournoy & Harlow,James Madison FH,James Madison
4,Hennessy & McKim,James Madison HeMc,James Madison
4,Fiscus & Jones,Navy FJ,Navy
4,Delgado & Laredo,Houston DL,Houston
4,Phillips & Smith,West Virginia PS,West Virginia
3,Balda & Wright,James Madison BW,James Madison
3,Ortiz & Pelletier,James Madison OP,James Madison
3,Rinehart & Zarazinski,James Madison RZ,James Madison
3,Hutchinson & Jackson,Samford HJ,Samford
3,Montgomery & Scott,Samford MS,Samford
3,Ipina & Reynozo,UT San Antonio IR,UT San Antonio
3,Isik & Khan,Houston IK,Houston
3,Le & Haque,Houston LH,Houston
2,Jendoubi & Dolen,Texas Tech JD,Texas Tech
2,Lopez & Padmasolala,Houston LP,Houston
1,Dalamal & Charter,Emory DC,Emory
1,Torin & McWilliams,Houston TM,Houston
1,Khanna & Xiong,Rochester/Emory KX,Rochester
1,Young & Lovelidge,West Virginia YL,West Virginia
