Wins,Name,Code,School
6,Wilkinson & Kauffman,Missouri State Wilkinson & Kauffman,Missouri State
5,Lucas & Reeves,Missouri State Lucas & Reeves,Missouri State
5,Korlacki & Rock,Navy Korlacki & Rock,Navy
5,Emerson & Tarnowski,Samford Emerson & Tarnowski,Samford
4,Davis & Parrish (online),Minnesota Davis & Parrish,Minnesota
4,Gill & Riggs,Samford Gill & Riggs,Samford
4,Reza Husain & Reynolds (online),Wayne State Reza Husain & Reynolds,Wayne State
3,Shaw & StPeter (online),Western Washington Shaw & StPeter,Western Washington
2,Jasani & Logan,Indiana Jasani & Logan,Indiana
2,Oluwayomi & Holland,Indiana Oluwayomi & Holland,Indiana
2,Hartter & Woodall,Missouri State Hartter & Woodall,Missouri State
2,Dover & Munson (online),Teddy Munson,Mary Washington
2,King & Haindfield (online),Lyd Haindfield,Western Washington
1,Agrawal & Hsu (online),Michigan Agrawal & Hsu,Michigan
0,Adams & Manjila (online),Pittsburgh Adams & Manjila,Pittsburgh
