Wins,Name,Code,School
4,Jotsinghani & Li (online),Cornell JL,Cornell
4,Albright & Shockley,Missouri State Albright & Shockley,Missouri State
3,Blackwell & McKibben,Samford Blackwell & McKibben,Samford
2,Butler & Dickerson (online),Cornell Butler & Dickerson,Cornell
2,Vidali & Weisbach,Indiana Jonathan Weisbach & Sofia Vidali,Indiana
2,Floyd & Kierzyk,Indiana Malea Floyd & Zane Kierzyk,Indiana
