Wins,Name,Code,School
5,Brown & Walawender,Kansas Brown & Walawender,University of Kansas
5,Averi Harker,Kansas Harker,University of Kansas
5,Molina Chavez & Griffith,Wichita State Molina Chavez & Griffith,Wichita State University
4,Darwish & Lassen,Baylor Darwish & Lassen,Baylor University
4,Smith & Waheed,Oklahoma Smith & Waheed,Oklahoma
4,Smith & Walker,Central Oklahoma Smith & Walker,University of Central Oklahoma
4,Huffman & Sanderson,Iowa Huffman & Sanderson,University of Iowa
4,Suleman & McConnell,Kansas Suleman & McConnell,University of Kansas
3,LoCicero & Benton,Baylor Benton & LoCicero,Baylor University
3,Robertson & Spurlock,Kansas State Robertson & Spurlock,Kansas State
3,Bodenhorn & Granger,Missouri State Bodenhorn & Granger,Missouri State University
3,Blazquez & Wilson,UT San Antonio Blazquez & Wilson,UT San Antonio
2,Cooper & Neal,Missouri State Cooper & Neal,Missouri State University
2,Roy & Tooley,Missouri State Roy & Tooley,Missouri State University
2,Asbury & Toro,Oklahoma Asbury & Toro,Oklahoma
2,Sharman & Foust,Kansas Sharman & Foust,University of Kansas
2,McManus & Wentling,Wichita State McManus & Wentling,Wichita State University
1,Pertuit & Holland,Baylor Pertuit & Holland,Baylor University
1,Ardis & Day,Kansas State Day & Ardis,Kansas State
1,Morales & Lemaster,Oklahoma Morales & Lemaster,Oklahoma
