Wins,Name,Code,School
6,Phil & Pierry,Michigan PP,Michigan
4,Chang-Deutsch & Shankar,Dartmouth CS,Dartmouth
4,Giampetruzzi & Kessler,Emory GK,Emory
3,Scott & McMahon,Kansas SM,Kansas
2,Desai & Kashyap,Texas DK,Texas
2,Griffith & Kiihnl,Kentucky GK,Kentucky
0,Deo & Wegener,Northwestern DW,Northwestern
