Wins,Name,Code,School
6,Avery & Lee,Northwestern AL,Northwestern
5,Scully & Zi,Michigan State SZ,Michigan State
5,Haber-Fawcett & Dauhajre Pimentel,Benjy Haber-Fawcett,Minnesota
4,Moreno & Zabolio,Gonzaga MZ,Gonzaga
4,Balda & Mishra,James Madison BM,James Madison
4,Pelletier & Rinehart,James Madison PR,James Madison
4,Dellinger & Hamilton,Liberty DH,Liberty
4,Megill & Short,Liberty MS,Liberty
4,Fernandez & Doratt,Houston FD,Houston
4,Pham & Harker,Kansas PH,Kansas
3,Viera & Santiago,Emory/Navy VS,Emory
3,Kierzyk & Chatpunnarangsee,Indiana KC,Indiana
3,Berry & Sundet,Liberty BS,Liberty
3,Agrahara & buck,Michigan State AB,Michigan State
3,Hubbard & Peral,Pennsylvania State HP,Pennsylvania State
3,Montgomery & Scott,Samford MS,Samford
3,Alvarado & Patterson,Trinity AP,Trinity
3,Blazquez & Ofsdahl,UT San Antonio BO,UT San Antonio
2,McMahon & Murray,Pennsylvania State MM,Pennsylvania State
2,Macawili & Pedrotti,Southwestern MP,Southwestern
2,Gatlin & Wilson,Detren Wilson,UT San Antonio
2,Asmar & Sanchez,UT San Antonio AS,UT San Antonio
2,Chowdhury & Bhargav,Houston CB,Houston
1,Asada & Nabo,Southwestern AN,Southwestern
1,Lee & Martinez,Kansas LM,Kansas
1,Laham & Teasdle,Wayne State LT,Wayne State
