Wins,Name,Code,School
6,Cramer & Wineman,Liberty CW,Liberty
6,Hoegerl & Sanders,Liberty HS,Liberty
5,Khatib & Silkes,Indiana KS,Indiana
4,Chen & Gorman,George Mason GC,George Mason
4,Badmus & Komarraju,George Mason KB,George Mason
4,O'Connor & Taxali,George Mason TO,George Mason
4,Lawrence & Welch,Navy LW,Navy
4,Satterfield & Schmidt,Navy SS,Navy
4,Samworth & Walker,Towson WS,Towson
3,DiDomenico & Rubio,Boston College DR,Boston College
3,Castro & Yeh,Cal State Fullerton CY,Cal State Fullerton
3,Cunningham & Whitehurst,Liberty CuWh,Liberty
3,Terada & Crouch,New School TC,New School
2,Linn & Hewlett,Binghamton/Houston LH,Binghamton
2,Attar & Dobozi,Boston College DA,Boston College
2,Mudiay & canas,Cal State Fullerton/Towson MC,Cal State Fullerton
2,Kanneboina & Sivakumar,George Mason KS,George Mason
2,Fuentes & Habig,Samford HF,Samford
2,Grantham & Alonzo,UT San Antonio GA,UT San Antonio
2,Yousafzai & Goodson,UT San Antonio GY,UT San Antonio
2,Saucedo & Suarez,Houston SS,Houston
1,dahdoul & Guansing,Cal State Fullerton DG,Cal State Fullerton
1,echeverria & Morales,Cal State Fullerton EM,Cal State Fullerton
