Wins,Name,Code,School
6,Rosa-Pérez Montes & Sun,George Mason RS,George Mason University
6,Fariss & Vardhanapu,George Mason FV,George Mason University
5,Bruce & Rangesh,Boston College BR,Boston College
5,Bell & Ivarone,George Mason BI,George Mason University
5,Howell & Pak,West Point HP,West Point
4,Bridgers & Niazi,George Mason BN,George Mason University
4,Kos & Xiao,Georgetown KX,Georgetown
4,Fleischman & Thomas,Indiana FT,Indiana University
4,Daley & Ronchetti,Liberty DR,Liberty University
4,Peters & Tinch,Liberty PT,Liberty University
4,Hathaway & Hathaway,Liberty HH,Liberty University
4,kimbrell & Bechtold,Samford KB,Samford University
4,Mawolo & Von Bank,Towson MV,Towson University
4,Kakaye & Arreola,Towson/Harvard KA,Towson University
4,Kinghorn & Porter,Wake Forest KP,Wake Forest University
4,Bell & Handley,West Georgia BH,West Georgia
4,Tran & Wong,West Point TW,West Point
3,Ramaswamy & Elsayed,Binghamton RE - HYBRID,Binghamton University
3,Guo & Gakhare,Binghamton GG,Binghamton University
3,Marquis & Saridakis,Boston College SM,Boston College
3,Garcia & Foudali,Indiana GF,Indiana University
3,Edler & Burgos,James Madison EB,James Madison University
3,Landeros-Jimenez & Stene,Liberty LS,Liberty University
3,Collins & Moore,Navy CM,Navy
3,Madsen & Gamliel,Navy MG,Navy
3,Datwani & Lippmann,Texas DL,Texas
3,Lamb & Lemessy,Towson LL,Towson University
3,Mustafa & Freeman,Trinity MF,Trinity University
3,Osama & Khan,Houston OK - ONLINE,University of Houston
3,Lytvynenko & Zahler,Miami LZ,University of Miami
3,Montegomery & Pisinski,Miami MP,University of Miami
3,Mitchell & Richardson,West Georgia MR,West Georgia
2,Gofman & Elkin,Binghamton EG,Binghamton University
2,Elsayed & Sanchez,George Mason ES,George Mason University
2,Barbee Doerfler & Hilts,James Madison BH,James Madison University
2,Chongan & Jallow,Johnson County Community CJ,Johnson County Community College
2,Lopez & Kaptur,Navy LK,Navy
2,Delgado & Galvan,NYU DG - ONLINE,New York University
2,Dierking & Dempsey,Samford DD,Samford University
2,Goossens & Booth,Southern Nazarene GB,Southern Nazarene University
2,Rizvi & Davidson,Houston RD - ONLINE,University of Houston
1,Garcia & Gabumpa,Cal State Fullerton GG,Cal State Fullerton
1,Phillips & Johnston,Samford PJ,Samford University
1,Estrelita & Asmi Jan,Kentucky EA,University of Kentucky
1,Perea & Perez-Pantoja,New Mexico PP - ONLINE,University of New Mexico
1,Luevano & Key,New Mexico LK - ONLINE,University of New Mexico
0,Jose & Sumrall,Samford JS,Samford University
