Wins,Name,Code,School
6,Dubey & Wang,Houston WD,Houston
5,Gong & Toure,Emory TG,Emory
5,Chowdhury & Regassa,Houston CR,Houston
5,Schintgen & Shockley,Western Kentucky SS,Western Kentucky
4,Keeler & Pertuit,Baylor KP,Baylor
4,Liu & Pelli,Emory PL,Emory
4,Kierzyk & Fish,Indiana KF,Indiana
4,Gelsheimer & Campbell,Missouri State GC,Missouri State
4,Chew & Pack,Samford CP,Samford
4,Shekar & Wu,Meichi Wu,Michigan
4,Edelstein & Emrich,Rochester EE,Rochester
3,Midithuri & Fernando,Indiana MF,Indiana
3,Chapple & Weisbach,Indiana WC,Indiana
3,Adams & Polley-Fisanich,Macalester PA,Macalester
3,Roy & Tooley,Missouri State RT,Missouri State
3,Houston & story,Oklahoma HS - ONLINE,Oklahoma
3,Montgomery & Scott,Samford SM,Samford
3,Schnitzer & Hammond,Houston/Samford HS,Houston
3,Dudewicz & Walter,Michigan DW,Michigan
2,Feinstein & Silkes,Indiana FS,Indiana
2,Awad & Ba Mehriz,Missouri State BA,Missouri State
2,Horton & Cruzan,Southern Nazarene HC,Southern Nazarene
2,Cuello & Tsao,Georgia TC,Georgia
2,Lathish & Armstrong,Houston LA,Houston
2,Varughese & Russell,Houston VR,Houston
2,Boncher & Srivathsan,Michigan BS,Michigan
2,Henderson & Page,Makenzie Page,Weber State
1,Linares & escobar,CSU Long Beach LE,CSU Long Beach
0,McFerren & Baker,Southern Nazarene MB,Southern Nazarene
