Wins,Name,Code,School
6,Reyes & Stolzenfeld,George Mason RS,George Mason
5,Carpenter & Lastowski,Binghamton CL,Binghamton
5,Bridges & Turner,Liberty BT,Liberty
4,Biegel & Richter,George Mason BR,George Mason
4,Mahyoub & Schjoth,James Madison MS,James Madison
4,Oehler & Smith,James Madison OS,James Madison
4,Lacasse & Life,Liberty LL,Liberty
4,Miley & Shuttlesworth,Liberty MS,Liberty
3,Trudell & Treulich,Binghamton TT,Binghamton
3,Kirabo & Rodak,George Mason KR,George Mason
3,Carter & Stafford,Liberty CS,Liberty
3,Jensen & Edwards,Liberty JE,Liberty
3,Pellei & Rea,Navy PR,Navy
3,Kansra & Tai,NYU KT,NYU
3,Edelstein & Wang,Rochester EW,Rochester
3,Carr & Phillips,West Virginia CP,West Virginia
2,Wang & Stiller,Binghamton WS,Binghamton
2,Shihab & Shananier,George Mason SS,George Mason
2,Corredor & Zangaro,Liberty CZ,Liberty
2,Motu & Stracensky,Navy MS,Navy
2,Bui & Kpade,Navy/New School BK,Navy
1,Chauhan & Roberts,James Madison CR,James Madison
1,Fetter & Fritts,West Virginia FF,West Virginia
0,Burns & Trinh,Suffolk BT,Suffolk
