Wins,Name,Code,School
4,Greer & White,Georgetown GW,Georgetown
4,Trotman & Robinson,Wake Forest TR,Wake Forest
3,Cavanaugh & Ella,Iowa CE,Iowa
3,Semrick & Park,Kansas SP,Kansas
3,Rabbini & Harrington,Michigan RH,Michigan
2,T. Louis & Picallo,Eli T. Louis,Binghamton
2,Bald & Chang-Deutsch,Dartmouth BC,Dartmouth
2,Piekut & Mitchell,Emory PM,Emory
2,Meloche & Glancy,Michigan State MG,Michigan State
2,Wegener & Deo,Northwestern WD,Northwestern
2,Berhe & Mukherjee,"Massachusetts, Amherst BM","Massachusetts, Amherst"
1,Ortega & Flores,Jay-Z Flores,CSU Long Beach
