Wins,Name,Code,School
6,Gines & Ogbogu,Harvard OG,Harvard
5,Logback & Pham,Kansas LP,Kansas
4,Sum & Sand,Kansas State SS,Kansas State
4,Sullivan & Yarborough,Oklahoma SY,Oklahoma
4,Chalamalasetty & Feinstein,Texas FC,Texas
4,Patterson & Walker,Trinity WP,Trinity
4,Fernandez & Doratt,Houston FD,Houston
4,Yadagiri & Khan,Houston KY,Houston
3,Anderson & Davis,Texas AD,Texas
3,Wang & Dubey,Houston WD,Houston
2,Christ & Orellana,Texas CO,Texas
2,Harker & Sharman,Kansas HS,Kansas
2,Vu & Ren,Kansas VR,Kansas
1,Toro & Smith,Oakton Community/Oklahoma ST,Oakton Community
0,Williams & Hough,Southern Nazarene HW,Southern Nazarene
0,Sandford & Shatilenko,United States Military SS,United States Military
